,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,2005-08-14,,Premier League,Matchweek 1,Sun,Home,W,2,0,Newcastle Utd,,"38,072",,,Stephen Bennett,Match Report,,2005-2006
1,2005-08-21,,Premier League,Matchweek 2,Sun,Away,L,0,1,Chelsea,,"42,135",,,Graham Poll,Match Report,,2005-2006
2,2005-08-24,,Premier League,Matchweek 3,Wed,Home,W,4,1,Fulham,,"37,867",,,Mark Clattenburg,Match Report,,2005-2006
3,2005-09-10,,Premier League,Matchweek 5,Sat,Away,L,1,2,Middlesbrough,,"28,075",,,Mike Riley,Match Report,,2005-2006
4,2005-09-14,,Champions Lg,Group stage,Wed,Home,W,2,1,ch Thun,,,,,Grzegorz Gilewski,Match Report,,2005-2006
5,2005-09-19,,Premier League,Matchweek 6,Mon,Home,W,2,0,Everton,,"38,121",,,Alan Wiley,Match Report,,2005-2006
6,2005-09-24,,Premier League,Matchweek 7,Sat,Away,D,0,0,West Ham,,"34,281",,,Mike Dean,Match Report,,2005-2006
7,2005-09-27,,Champions Lg,Group stage,Tue,Away,W,2,1,nl Ajax,,,,,Medina Cantalejo,Match Report,,2005-2006
8,2005-10-02,,Premier League,Matchweek 8,Sun,Home,W,1,0,Birmingham City,,"37,898",,,Mike Riley,Match Report,,2005-2006
9,2005-10-15,,Premier League,Matchweek 9,Sat,Away,L,1,2,West Brom,,"26,443",,,Barry Knight,Match Report,,2005-2006
10,2005-10-18,,Champions Lg,Group stage,Tue,Away,W,2,0,cz Sparta Prague,,,,,Wolfgang Stark,Match Report,,2005-2006
11,2005-10-22,,Premier League,Matchweek 10,Sat,Home,W,1,0,Manchester City,,"38,189",,,Mike Riley,Match Report,,2005-2006
12,2005-10-29,,Premier League,Matchweek 11,Sat,Away,D,1,1,Tottenham,,"36,154",,,Stephen Bennett,Match Report,,2005-2006
13,2005-11-02,,Champions Lg,Group stage,Wed,Home,W,3,0,cz Sparta Prague,,,,,Alain Sars,Match Report,,2005-2006
14,2005-11-05,,Premier League,Matchweek 12,Sat,Home,W,3,1,Sunderland,,"38,210",,,Alan Wiley,Match Report,,2005-2006
15,2005-11-19,,Premier League,Matchweek 13,Sat,Away,W,3,2,Wigan Athletic,,"25,004",,,Graham Poll,Match Report,,2005-2006
16,2005-11-22,,Champions Lg,Group stage,Tue,Away,W,1,0,ch Thun,,,,,Lucílio Batista,Match Report,,2005-2006
17,2005-11-26,,Premier League,Matchweek 14,Sat,Home,W,3,0,Blackburn,,"38,192",,,Chris Foy,Match Report,,2005-2006
18,2005-12-03,,Premier League,Matchweek 15,Sat,Away,L,0,2,Bolton,,"26,792",,,Howard Webb,Match Report,,2005-2006
19,2005-12-07,,Champions Lg,Group stage,Wed,Home,D,0,0,nl Ajax,,,,,Iturralde González,Match Report,,2005-2006
20,2005-12-10,,Premier League,Matchweek 16,Sat,Away,L,0,1,Newcastle Utd,,"52,303",,,Dermot Gallagher,Match Report,,2005-2006
21,2005-12-18,,Premier League,Matchweek 17,Sun,Home,L,0,2,Chelsea,,"38,347",,,Rob Styles,Match Report,,2005-2006
22,2005-12-26,,Premier League,Matchweek 18,Mon,Away,W,1,0,Charlton Ath,,"26,944",,,Stephen Bennett,Match Report,,2005-2006
23,2005-12-28,,Premier League,Matchweek 19,Wed,Home,W,4,0,Portsmouth,,"38,223",,,Mark Clattenburg,Match Report,,2005-2006
24,2005-12-31,,Premier League,Matchweek 20,Sat,Away,D,0,0,Aston Villa,,"37,114",,,Uriah Rennie,Match Report,,2005-2006
25,2006-01-03,,Premier League,Matchweek 21,Tue,Home,D,0,0,Manchester Utd,,"38,313",,,Graham Poll,Match Report,,2005-2006
26,2006-01-14,,Premier League,Matchweek 22,Sat,Home,W,7,0,Middlesbrough,,"38,186",,,Rob Styles,Match Report,,2005-2006
27,2006-01-21,,Premier League,Matchweek 23,Sat,Away,L,0,1,Everton,,"36,920",,,Alan Wiley,Match Report,,2005-2006
28,2006-02-01,,Premier League,Matchweek 24,Wed,Home,L,2,3,West Ham,,"38,216",,,Mark Halsey,Match Report,,2005-2006
29,2006-02-04,,Premier League,Matchweek 25,Sat,Away,W,2,0,Birmingham City,,"27,075",,,Mike Riley,Match Report,,2005-2006
30,2006-02-11,,Premier League,Matchweek 26,Sat,Home,D,1,1,Bolton,,"38,193",,,Howard Webb,Match Report,,2005-2006
31,2006-02-14,,Premier League,Matchweek 4,Tue,Away,L,0,1,Liverpool,,"45,012",,,Graham Poll,Match Report,,2005-2006
32,2006-02-21,,Champions Lg,Round of 16,Tue,Away,W,1,0,es Real Madrid,,,,,Stefano Farina,Match Report,Leg 1 of 2,2005-2006
33,2006-02-25,,Premier League,Matchweek 27,Sat,Away,L,0,1,Blackburn,,"22,504",,,Uriah Rennie,Match Report,,2005-2006
34,2006-03-04,,Premier League,Matchweek 28,Sat,Away,W,4,0,Fulham,,"22,397",,,Rob Styles,Match Report,,2005-2006
35,2006-03-08,,Champions Lg,Round of 16,Wed,Home,D,0,0,es Real Madrid,,,,,Ľuboš Michel,Match Report,Leg 2 of 2; Arsenal won,2005-2006
36,2006-03-12,,Premier League,Matchweek 29,Sun,Home,W,2,1,Liverpool,,"38,221",,,Stephen Bennett,Match Report,,2005-2006
37,2006-03-18,,Premier League,Matchweek 30,Sat,Home,W,3,0,Charlton Ath,,"38,223",,,Dermot Gallagher,Match Report,,2005-2006
38,2006-03-28,,Champions Lg,Quarter-finals,Tue,Home,W,2,0,it Juventus,,,,,Peter Fröjdfeldt,Match Report,Leg 1 of 2,2005-2006
39,2006-04-01,,Premier League,Matchweek 32,Sat,Home,W,5,0,Aston Villa,,"38,188",,,Martin Atkinson,Match Report,,2005-2006
40,2006-04-05,,Champions Lg,Quarter-finals,Wed,Away,D,0,0,it Juventus,,,,,Herbert Fandel,Match Report,Leg 2 of 2; Arsenal won,2005-2006
41,2006-04-09,,Premier League,Matchweek 33,Sun,Away,L,0,2,Manchester Utd,,"70,908",,,Graham Poll,Match Report,,2005-2006
42,2006-04-12,,Premier League,Matchweek 31,Wed,Away,D,1,1,Portsmouth,,"20,230",,,Uriah Rennie,Match Report,,2005-2006
43,2006-04-15,,Premier League,Matchweek 34,Sat,Home,W,3,1,West Brom,,"38,167",,,Mike Dean,Match Report,,2005-2006
44,2006-04-19,,Champions Lg,Semi-finals,Wed,Home,W,1,0,es Villarreal,,,,,Konrad Plautz,Match Report,Leg 1 of 2,2005-2006
45,2006-04-22,,Premier League,Matchweek 36,Sat,Home,D,1,1,Tottenham,,"38,326",,,Stephen Bennett,Match Report,,2005-2006
46,2006-04-25,,Champions Lg,Semi-finals,Tue,Away,D,0,0,es Villarreal,,,,,Valentin Ivanov,Match Report,Leg 2 of 2; Arsenal won,2005-2006
47,2006-05-01,,Premier League,Matchweek 37,Mon,Away,W,3,0,Sunderland,,"44,003",,,Dermot Gallagher,Match Report,,2005-2006
48,2006-05-04,,Premier League,Matchweek 35,Thu,Away,W,3,1,Manchester City,,"41,875",,,Graham Poll,Match Report,,2005-2006
49,2006-05-07,,Premier League,Matchweek 38,Sun,Home,W,4,2,Wigan Athletic,,"38,349",,,Uriah Rennie,Match Report,,2005-2006
50,2006-05-17,,Champions Lg,Final,Wed,Neutral,L,1,2,es Barcelona,,,,,Terje Hauge,Match Report,,2005-2006
51,2006-08-08,,Champions Lg,Third qualifying round,Tue,Away,W,3,0,hr Dinamo Zagreb,,,,,Kyros Vassaras,Match Report,Leg 1 of 2,2006-2007
52,2006-08-19,,Premier League,Matchweek 1,Sat,Home,D,1,1,Aston Villa,,"60,023",,,Graham Poll,Match Report,,2006-2007
53,2006-08-23,,Champions Lg,Third qualifying round,Wed,Home,W,2,1,hr Dinamo Zagreb,,,,,Bertrand Layec,Match Report,Leg 2 of 2; Arsenal won,2006-2007
54,2006-08-26,,Premier League,Matchweek 3,Sat,Away,L,0,1,Manchester City,,"40,699",,,Uriah Rennie,Match Report,,2006-2007
55,2006-09-09,,Premier League,Matchweek 4,Sat,Home,D,1,1,Middlesbrough,,"60,007",,,Rob Styles,Match Report,,2006-2007
56,2006-09-13,,Champions Lg,Group stage,Wed,Away,W,2,1,de Hamburger SV,,,,,Peter Fröjdfeldt,Match Report,,2006-2007
57,2006-09-17,,Premier League,Matchweek 5,Sun,Away,W,1,0,Manchester Utd,,"75,595",,,Graham Poll,Match Report,,2006-2007
58,2006-09-23,,Premier League,Matchweek 6,Sat,Home,W,3,0,Sheffield Utd,,"59,912",,,Alan Wiley,Match Report,,2006-2007
59,2006-09-26,,Champions Lg,Group stage,Tue,Home,W,2,0,pt Porto,,,,,Stefano Farina,Match Report,,2006-2007
60,2006-09-30,,Premier League,Matchweek 7,Sat,Away,W,2,1,Charlton Ath,,"26,720",,,Mark Clattenburg,Match Report,,2006-2007
61,2006-10-14,,Premier League,Matchweek 8,Sat,Home,W,3,0,Watford,,"60,018",,,Howard Webb,Match Report,,2006-2007
62,2006-10-17,,Champions Lg,Group stage,Tue,Away,L,0,1,ru CSKA Moscow,,,,,Mejuto González,Match Report,,2006-2007
63,2006-10-22,,Premier League,Matchweek 9,Sun,Away,W,4,0,Reading,,"24,004",,,Alan Wiley,Match Report,,2006-2007
64,2006-10-28,,Premier League,Matchweek 10,Sat,Home,D,1,1,Everton,,"60,047",,,Mike Riley,Match Report,,2006-2007
65,2006-11-01,,Champions Lg,Group stage,Wed,Home,D,0,0,ru CSKA Moscow,,,,,Ľuboš Michel,Match Report,,2006-2007
66,2006-11-05,,Premier League,Matchweek 11,Sun,Away,L,0,1,West Ham,,"34,912",,,Rob Styles,Match Report,,2006-2007
67,2006-11-12,,Premier League,Matchweek 12,Sun,Home,W,3,0,Liverpool,,"60,110",,,Mark Clattenburg,Match Report,,2006-2007
68,2006-11-18,,Premier League,Matchweek 13,Sat,Home,D,1,1,Newcastle Utd,,"60,058",,,Martin Atkinson,Match Report,,2006-2007
69,2006-11-21,,Champions Lg,Group stage,Tue,Home,W,3,1,de Hamburger SV,,,,,Claus Bo Larsen,Match Report,,2006-2007
70,2006-11-25,,Premier League,Matchweek 14,Sat,Away,L,1,3,Bolton,,"24,409",,,Mike Dean,Match Report,,2006-2007
71,2006-11-29,,Premier League,Matchweek 15,Wed,Away,L,1,2,Fulham,,"24,510",,,Howard Webb,Match Report,,2006-2007
72,2006-12-02,,Premier League,Matchweek 16,Sat,Home,W,3,0,Tottenham,,"60,119",,,Graham Poll,Match Report,,2006-2007
73,2006-12-06,,Champions Lg,Group stage,Wed,Away,D,0,0,pt Porto,,,,,Markus Merk,Match Report,,2006-2007
74,2006-12-10,,Premier League,Matchweek 17,Sun,Away,D,1,1,Chelsea,,"41,945",,,Alan Wiley,Match Report,,2006-2007
75,2006-12-13,,Premier League,Matchweek 2,Wed,Away,W,1,0,Wigan Athletic,,"15,506",,,Rob Styles,Match Report,,2006-2007
76,2006-12-16,,Premier League,Matchweek 18,Sat,Home,D,2,2,Portsmouth,,"60,037",,,Stephen Bennett,Match Report,,2006-2007
77,2006-12-23,,Premier League,Matchweek 19,Sat,Home,W,6,2,Blackburn,,"59,913",,,Howard Webb,Match Report,,2006-2007
78,2006-12-26,,Premier League,Matchweek 20,Tue,Away,W,2,1,Watford,,"19,750",,,Mike Dean,Match Report,,2006-2007
79,2006-12-30,,Premier League,Matchweek 21,Sat,Away,L,0,1,Sheffield Utd,,"32,086",,,Lee Mason,Match Report,,2006-2007
80,2007-01-02,,Premier League,Matchweek 22,Tue,Home,W,4,0,Charlton Ath,,"60,057",,,Mike Riley,Match Report,,2006-2007
81,2007-01-13,,Premier League,Matchweek 23,Sat,Away,W,2,0,Blackburn,,"21,852",,,Chris Foy,Match Report,,2006-2007
82,2007-01-21,,Premier League,Matchweek 24,Sun,Home,W,2,1,Manchester Utd,,"60,128",,,Stephen Bennett,Match Report,,2006-2007
83,2007-02-03,,Premier League,Matchweek 26,Sat,Away,D,1,1,Middlesbrough,,"31,122",,,Mike Riley,Match Report,,2006-2007
84,2007-02-11,,Premier League,Matchweek 27,Sun,Home,W,2,1,Wigan Athletic,,"60,049",,,Phil Dowd,Match Report,,2006-2007
85,2007-02-20,,Champions Lg,Round of 16,Tue,Away,L,0,1,nl PSV Eindhoven,,,,,Tom Henning Øvrebø,Match Report,Leg 1 of 2,2006-2007
86,2007-03-03,,Premier League,Matchweek 29,Sat,Home,W,2,1,Reading,,"60,132",,,Chris Foy,Match Report,,2006-2007
87,2007-03-07,,Champions Lg,Round of 16,Wed,Home,D,1,1,nl PSV Eindhoven,,,,,Alain Hamer,Match Report,Leg 2 of 2; PSV Eindhoven won,2006-2007
88,2007-03-14,,Premier League,Matchweek 28,Wed,Away,W,1,0,Aston Villa,,"39,968",,,Martin Atkinson,Match Report,,2006-2007
89,2007-03-18,,Premier League,Matchweek 30,Sun,Away,L,0,1,Everton,,"37,162",,,Mark Clattenburg,Match Report,,2006-2007
90,2007-03-31,,Premier League,Matchweek 31,Sat,Away,L,1,4,Liverpool,,"44,845",,4-4-2,Stephen Bennett,Match Report,,2006-2007
91,2007-04-07,,Premier League,Matchweek 32,Sat,Home,L,0,1,West Ham,,"60,098",,,Graham Poll,Match Report,,2006-2007
92,2007-04-09,,Premier League,Matchweek 33,Mon,Away,D,0,0,Newcastle Utd,,"52,299",,,Howard Webb,Match Report,,2006-2007
93,2007-04-14,,Premier League,Matchweek 34,Sat,Home,W,2,1,Bolton,,"60,101",,,Rob Styles,Match Report,,2006-2007
94,2007-04-17,,Premier League,Matchweek 25,Tue,Home,W,3,1,Manchester City,,"59,913",,,Mark Halsey,Match Report,,2006-2007
95,2007-04-21,,Premier League,Matchweek 35,Sat,Away,D,2,2,Tottenham,,"36,054",,,Mike Dean,Match Report,,2006-2007
96,2007-04-29,,Premier League,Matchweek 36,Sun,Home,W,3,1,Fulham,,"60,043",,,Mark Clattenburg,Match Report,,2006-2007
97,2007-05-06,,Premier League,Matchweek 37,Sun,Home,D,1,1,Chelsea,,"60,102",,,Alan Wiley,Match Report,,2006-2007
98,2007-05-13,,Premier League,Matchweek 38,Sun,Away,D,0,0,Portsmouth,,"20,188",,,Graham Poll,Match Report,,2006-2007
99,2007-08-12,,Premier League,Matchweek 1,Sun,Home,W,2,1,Fulham,,,,,Phil Dowd,Match Report,,2007-2008
100,2007-08-15,,Champions Lg,Third qualifying round,Wed,Away,W,2,0,cz Sparta Prague,,,,,Medina Cantalejo,Match Report,Leg 1 of 2,2007-2008
101,2007-08-19,,Premier League,Matchweek 3,Sun,Away,D,1,1,Blackburn,,,,,Alan Wiley,Match Report,,2007-2008
102,2007-08-25,,Premier League,Matchweek 4,Sat,Home,W,1,0,Manchester City,,,,,Chris Foy,Match Report,,2007-2008
103,2007-08-29,,Champions Lg,Third qualifying round,Wed,Home,W,3,0,cz Sparta Prague,,,,,Frank de Bleeckere,Match Report,Leg 2 of 2; Arsenal won,2007-2008
104,2007-09-02,,Premier League,Matchweek 5,Sun,Home,W,3,1,Portsmouth,,,,,Mark Halsey,Match Report,,2007-2008
105,2007-09-15,,Premier League,Matchweek 6,Sat,Away,W,3,1,Tottenham,,,,,Mark Clattenburg,Match Report,,2007-2008
106,2007-09-19,,Champions Lg,Group stage,Wed,Home,W,3,0,es Sevilla,,,,,Peter Fröjdfeldt,Match Report,,2007-2008
107,2007-09-22,,Premier League,Matchweek 7,Sat,Home,W,5,0,Derby County,,,,,Martin Atkinson,Match Report,,2007-2008
108,2007-09-29,,Premier League,Matchweek 8,Sat,Away,W,1,0,West Ham,,,,,Alan Wiley,Match Report,,2007-2008
109,2007-10-02,,Champions Lg,Group stage,Tue,Away,W,1,0,ro Steaua,,,,,Terje Hauge,Match Report,,2007-2008
110,2007-10-07,,Premier League,Matchweek 9,Sun,Home,W,3,2,Sunderland,,,,,Rob Styles,Match Report,,2007-2008
111,2007-10-20,,Premier League,Matchweek 10,Sat,Home,W,2,0,Bolton,,,,,Mike Riley,Match Report,,2007-2008
112,2007-10-23,,Champions Lg,Group stage,Tue,Home,W,7,0,cz Slavia Prague,,,,,Stefano Farina,Match Report,,2007-2008
113,2007-10-28,,Premier League,Matchweek 11,Sun,Away,D,1,1,Liverpool,,,,,Howard Webb,Match Report,,2007-2008
114,2007-11-03,,Premier League,Matchweek 12,Sat,Home,D,2,2,Manchester Utd,,,,,Howard Webb,Match Report,,2007-2008
115,2007-11-07,,Champions Lg,Group stage,Wed,Away,D,0,0,cz Slavia Prague,,,,,Bertrand Layec,Match Report,,2007-2008
116,2007-11-12,,Premier League,Matchweek 13,Mon,Away,W,3,1,Reading,,,,,Rob Styles,Match Report,,2007-2008
117,2007-11-24,,Premier League,Matchweek 14,Sat,Home,W,2,0,Wigan Athletic,,,,,Peter Walton,Match Report,,2007-2008
118,2007-11-27,,Champions Lg,Group stage,Tue,Away,L,1,3,es Sevilla,,,,,Eric Braamhaar,Match Report,,2007-2008
119,2007-12-01,,Premier League,Matchweek 15,Sat,Away,W,2,1,Aston Villa,,,,,Chris Foy,Match Report,,2007-2008
120,2007-12-05,,Premier League,Matchweek 2,Wed,Away,D,1,1,Newcastle Utd,,,,,Mike Dean,Match Report,,2007-2008
121,2007-12-09,,Premier League,Matchweek 16,Sun,Away,L,1,2,Middlesbrough,,,,,Howard Webb,Match Report,,2007-2008
122,2007-12-12,,Champions Lg,Group stage,Wed,Home,W,2,1,ro Steaua,,,,,Iouri Baskakov,Match Report,,2007-2008
123,2007-12-16,,Premier League,Matchweek 17,Sun,Home,W,1,0,Chelsea,,,,,Alan Wiley,Match Report,,2007-2008
124,2007-12-22,,Premier League,Matchweek 18,Sat,Home,W,2,1,Tottenham,,,,,Rob Styles,Match Report,,2007-2008
125,2007-12-26,,Premier League,Matchweek 19,Wed,Away,D,0,0,Portsmouth,,,,,Stephen Bennett,Match Report,,2007-2008
126,2007-12-29,,Premier League,Matchweek 20,Sat,Away,W,4,1,Everton,,,,,Martin Atkinson,Match Report,,2007-2008
